chrom1,start1,end1,chrom2,start2,end2,pet_count,label
4,1579644,1586471,4,1590596,1592906,3,1
2,240985205,240989577,2,129696103,129697603,0,0
X,7970251,7973503,X,7994132,7996360,3,1
14,64124678,64129647,14,64169590,64172334,3,1
2,30247337,30250616,2,30260275,30261775,3,1
4,158009966,158014241,4,158207812,158213171,3,1
8,39776414,39777914,8,94175257,94176757,0,0
17,76464517,76469281,17,76509766,76511266,4,1
X,72237643,72240059,X,72465783,72471475,3,1
1,40835277,40837870,1,39049265,39051426,0,0
8,143811521,143815467,8,143816486,143818775,5,1
3,126953028,126960444,3,157520611,157522111,0,0
22,45988999,45991323,22,46568124,46572775,3,1
22,31050755,31052255,22,26863504,26869420,0,0
2,83721295,83722795,2,69456426,69457926,0,0
19,3419453,3424190,19,21024677,21026741,0,0
22,49531871,49533414,22,40888594,40890554,0,0
4,42951859,42953826,4,42972880,42975612,3,1
20,17607633,17613477,20,17628801,17630304,3,1
20,46754678,46761587,20,46790231,46795597,8,1
11,62803538,62808278,11,62812643,62815045,4,1
12,95460390,95462965,12,48843341,48844991,0,0
4,154125393,154130019,4,16714105,16715605,0,0
13,106840989,106842489,13,106848336,106852913,3,1
18,31740523,31744762,18,31767121,31771116,3,1
21,34670881,34674007,21,29399730,29402135,0,0
7,42848886,42851857,7,42852127,42855578,3,1
X,31833053,31837296,X,131846869,131849211,0,0
22,20860121,20867364,22,20897823,20900882,6,1
16,17164210,17167057,16,76264988,76266488,0,0
13,107177039,107180572,13,34111107,34112607,0,0
1,108588427,108591462,1,207202571,207204071,0,0
11,117382259,117387890,11,117389731,117392781,6,1
14,77247667,77253545,14,77261082,77263485,3,1
8,54472328,54473828,8,54474415,54478913,3,1
13,113213176,113217379,13,113250441,113256334,4,1
13,72154097,72156250,13,38154824,38156324,0,0
12,55984571,55987293,12,55994742,55997504,8,1
18,12925243,12929518,18,25363270,25364783,0,0
19,31928144,31929644,19,39192412,39195877,0,0
11,114321047,114328552,11,114347310,114348980,7,1
21,36052215,36054943,21,43645273,43652096,0,0
8,27734152,27737313,8,96326910,96328410,0,0
2,129463088,129465875,2,129467425,129471312,5,1
4,184071782,184075005,4,184095913,184101163,3,1
19,1020547,1024072,19,1040317,1041817,3,1
2,45292620,45297268,2,129146169,129147669,0,0
1,185108727,185112220,1,213171512,213173966,0,0
9,36767939,36769439,9,97357899,97360379,0,0
Y,10917260,10919224,Y,56844597,56851572,3,1
5,95903144,95906696,5,95908321,95909821,3,1
3,175691662,175693162,3,45181126,45182626,0,0
20,33861887,33868850,20,34133434,34137190,5,1
13,110273094,110276823,13,110409590,110417415,3,1
X,4521071,4522571,X,30895683,30900525,0,0
19,38355546,38366966,19,40808707,40810980,0,0
12,92298401,92302701,12,92364748,92366818,3,1
16,21689827,21691327,16,83540302,83542183,0,0
7,51987621,51989121,7,52006172,52008400,3,1
1,37692229,37695469,1,63424557,63426926,0,0
6,74846005,74847505,6,105256097,105260885,0,0
9,87526651,87532756,9,3452478,3455067,0,0
22,37610053,37612434,22,25781003,25785830,0,0
16,33579483,33580983,16,9881536,9884614,0,0
14,93256095,93257932,14,52753583,52756205,0,0
2,136818540,136821039,2,12974875,12976375,0,0
13,50424800,50426400,13,107698154,107699664,0,0
X,132535089,132537820,X,34177426,34178926,0,0
5,80564869,80568619,5,80572560,80577146,3,1
6,148305494,148306994,6,75482762,75484882,0,0
1,76623602,76627247,1,76635061,76637836,3,1
5,96822354,96826172,5,96828471,96830788,3,1
20,61852758,61854258,20,24605398,24609316,0,0
7,127513527,127518483,7,127526710,127529810,4,1
6,35314524,35318877,6,35329867,35333424,3,1
18,30271125,30273341,18,53439906,53442417,0,0
2,132422845,132427611,2,132447265,132450995,3,1
6,3241347,3245981,6,155811040,155812559,0,0
11,73735403,73738184,11,119582883,119584383,0,0
3,184605697,184610950,3,184617275,184619560,3,1
5,13874100,13875600,5,128582455,128585500,0,0
3,30669617,30671117,3,30746534,30750322,3,1
16,23385578,23390871,16,23391681,23394148,5,1
11,81618453,81622532,11,91581774,91584762,0,0
14,93972518,93975261,14,93997769,94000190,3,1
13,101754715,101762854,13,41156003,41158163,0,0
1,64111636,64114309,1,89605935,89607435,0,0
3,123796885,123801114,3,143806070,143808166,0,0
17,13593100,13597652,17,13644327,13649660,4,1
11,55434146,55438555,11,48057067,48062860,0,0
18,36058055,36059555,18,50872132,50874063,0,0
9,133186844,133190714,9,133225415,133231233,3,1
20,2738543,2744607,20,2752419,2757397,12,1
6,106826377,106830498,6,130582403,130587650,0,0
5,40137223,40143784,5,174676451,174677951,0,0
13,74830768,74832268,13,99131965,99133465,0,0
16,71606444,71609226,16,6530257,6534235,0,0
19,7536790,7538819,19,11973687,11975533,0,0
13,108063071,108065064,13,53197355,53199310,0,0
6,145976501,145979401,6,146009241,146013607,3,1
2,72861892,72864680,2,73031502,73037717,3,1
1,69748076,69754466,1,69769514,69774540,6,1
6,52592581,52594569,6,126565094,126566594,0,0
2,240353311,240354811,2,30514018,30517810,0,0
18,66801820,66803320,18,67782791,67784291,0,0
16,20925124,20926661,16,87664324,87665824,0,0
13,51298782,51301001,13,51340128,51343731,4,1
21,34102791,34104907,21,42227240,42233964,0,0
6,13974486,13976385,6,13981625,13986538,3,1
20,54465464,54466964,20,4121213,4122713,0,0
3,127959355,127964330,3,127973802,127977564,5,1
X,40171440,40175830,X,65790122,65791622,0,0
11,126838544,126843776,11,55701265,55707635,0,0
3,33003820,33009466,3,33045424,33048661,4,1
8,126986052,126987552,8,42269060,42271695,0,0
8,6037725,6040007,8,97418045,97419545,0,0
21,41858626,41863560,21,45310545,45312048,0,0
16,56207005,56211813,16,56234519,56238171,3,1
1,212299370,212306278,1,212328627,212330688,5,1
12,122905400,122907687,12,41725090,41726590,0,0
21,46045054,46046554,21,30302388,30304592,0,0
22,43441689,43444705,22,43746133,43750521,3,1
21,33303936,33308037,21,33360498,33362152,4,1
8,21714769,21717952,8,67431742,67433242,0,0
6,106472843,106474988,6,39677711,39680143,0,0
16,49411940,49415234,16,60076267,60077767,0,0
2,209690068,209691568,2,102815248,102817813,0,0
18,43510147,43512280,18,43513897,43518396,3,1
4,169764560,169767762,4,169776353,169778125,4,1
16,57616836,57619697,16,57623592,57629946,3,1
9,117862133,117866564,9,117868172,117870786,3,1
16,48908606,48911856,16,58380378,58383020,0,0
8,22396112,22398644,8,30218595,30220362,0,0
11,132297261,132301200,11,132337396,132343865,3,1
X,33492381,33495844,X,147055051,147058681,0,0
21,32977262,32978762,21,39397182,39399178,0,0
14,31887953,31891656,14,37593294,37594794,0,0
21,22769141,22770641,21,22772574,22775540,0,0
2,191354284,191355784,2,217292707,217297508,0,0
17,8601730,8607460,17,8625657,8631382,4,1
14,93935718,93941240,14,93942471,93945816,8,1
14,70129491,70133517,14,76843101,76845299,0,0
4,15116747,15120618,4,15122413,15131740,5,1
7,146549176,146551423,7,146673122,146677378,3,1
2,120016521,120021638,2,120025580,120033300,3,1
7,36000211,36007575,7,124934414,124937926,0,0
22,25532209,25534245,22,25534749,25537283,3,1
6,33284473,33285973,6,103402365,103403865,0,0
8,143592822,143595910,8,143613027,143618878,3,1
22,27132430,27134954,22,33712511,33714011,0,0
6,44150049,44154435,6,44284013,44288641,5,1
4,119999298,120004037,4,120008246,120012609,10,1
2,219380701,219386218,2,219481924,219496536,5,1
22,27496797,27499523,22,45404912,45408515,0,0
2,226529072,226533069,2,30811328,30813812,0,0
2,142289171,142290671,2,230547233,230548733,0,0
17,36568321,36569821,17,20957490,20962099,0,0
4,24850028,24851977,4,24921833,24925778,3,1
13,94600956,94603128,13,37131544,37136764,0,0
3,127065407,127070001,3,127081565,127085989,5,1
19,57645310,57649364,19,52694435,52697326,0,0
11,120755471,120758791,11,97046143,97047643,0,0
6,115609030,115610530,6,115610997,115616885,5,1
14,105802716,105806551,14,105810792,105814047,7,1
X,118580523,118584992,X,118593657,118595623,3,1
6,113885828,113892945,6,113906652,113908152,3,1
20,32760111,32762279,20,16007778,16009733,0,0
2,161945760,161951456,2,161982637,161984137,3,1
3,52440814,52444168,3,52516948,52519281,3,1
2,234879902,234885071,2,234895813,234899158,4,1
6,136563368,136565260,6,136566358,136571195,3,1
16,6014430,6017548,16,11664697,11667909,0,0
X,48298450,48303169,X,105457978,105461494,0,0
21,32756906,32758611,21,39578871,39582092,0,0
14,53718565,53722240,14,68173467,68178065,0,0
17,81122596,81128820,17,81148835,81156083,5,1
5,56189179,56191418,5,90415904,90418362,0,0
18,41790314,41795715,18,6040470,6041970,0,0
20,60055270,60059185,20,60104498,60108467,3,1
21,26193160,26195321,21,33997777,33999277,0,0
1,173109612,173111761,1,49237792,49239855,0,0
19,2477894,2481395,19,2493786,2496950,5,1
1,56967454,56969507,1,57093138,57096154,3,1
12,105821393,105822893,12,129675212,129677839,0,0
22,47167758,47172056,22,39681935,39684591,0,0
6,166784365,166788917,6,166809321,166814821,3,1
3,14258143,14263559,3,14458557,14463005,10,1
6,150484889,150486389,6,155869234,155872490,0,0
4,31492391,31497846,4,143603269,143605763,0,0
4,162820069,162822295,4,106808433,106811388,0,0
12,25756559,25758059,12,25774064,25777820,4,1
16,13245116,13246616,16,52074050,52077288,0,0
X,71091773,71095365,X,71103478,71107133,3,1
6,75558039,75561091,6,105594356,105595856,0,0
2,136402262,136404907,2,240858444,240860477,0,0
6,111840734,111844262,6,5072944,5075842,0,0
18,79669701,79671201,18,67944430,67945930,0,0
3,10386249,10395957,3,10491982,10496121,3,1
16,66968711,66971489,16,35329094,35332457,0,0
14,22229154,22234280,14,22251078,22256419,4,1
7,33971673,33976441,7,31889541,31891041,0,0
13,102896177,102899797,13,102936701,102940225,5,1
5,114588059,114599481,5,114604296,114607638,3,1
16,445435,448040,16,496884,501743,3,1
22,25532209,25534245,22,32668724,32670224,0,0
17,12581930,12585278,17,59796237,59798996,0,0
18,51880863,51882363,18,51883869,51887718,3,1
4,102716929,102718429,4,177376547,177384928,0,0
22,49903612,49906972,22,49928254,49932086,3,1
9,28585113,28587842,9,10978631,10981352,0,0
22,39548188,39550718,22,39567612,39569112,4,1
7,142092507,142097451,7,142101382,142103813,4,1
9,37621811,37629512,9,85377453,85378953,0,0
X,11154862,11162840,X,11213021,11218804,3,1
2,126228942,126233327,2,126253418,126257409,3,1
5,131598778,131601705,5,31011697,31013197,0,0
6,99796191,99800117,6,16931427,16932927,0,0
6,129626217,129630818,6,139234188,139237802,0,0
11,105676952,105678452,11,5115714,5117214,0,0
4,102420097,102423174,4,120317911,120320371,0,0
5,15788890,15790390,5,15795006,15798956,3,1
11,45261501,45267426,11,45345663,45358116,5,1
5,172443393,172446153,5,172450123,172453903,4,1
3,64137944,64139459,3,87667998,87672637,0,0
4,150337924,150341724,4,150342405,150347137,5,1
3,143631277,143633224,3,103414576,103416978,0,0
1,47900470,47905360,1,152785710,152787569,0,0
7,78081356,78087216,7,146778239,146782635,0,0
6,13193173,13197812,6,13324040,13326568,4,1
7,149835223,149838659,7,149841869,149845577,3,1
8,141426703,141428203,8,134302008,134307347,0,0
11,71350705,71357730,11,71376576,71380577,5,1
9,109740937,109745619,9,109747699,109751483,6,1
4,164302991,164304491,4,48853478,48856795,0,0
20,39053655,39056343,20,39072488,39076193,3,1
12,4875737,4877408,12,4882768,4885309,4,1
18,75336959,75341172,18,75348975,75352781,3,1
22,32765403,32766903,22,28926607,28928633,0,0
17,66161388,66162888,17,40208060,40211942,0,0
20,58916025,58923303,20,58929669,58932139,6,1
16,69352623,69358082,16,69367365,69371655,4,1
1,153442806,153445214,1,158285861,158290767,0,0
8,124588692,124590192,8,34923013,34927729,0,0
21,18907142,18908642,21,34577427,34580017,0,0
2,236424284,236425784,2,171607059,171609855,0,0
17,15476340,15481598,17,33279193,33281389,0,0
21,33184663,33190426,21,33196261,33198608,12,1
4,20165931,20170301,4,30848033,30850187,0,0
21,27799287,27800787,21,16271063,16274139,0,0
18,10439896,10445213,18,10460781,10462732,3,1
13,91571749,91575726,13,85093546,85095498,0,0
1,115517029,115519095,1,156289159,156290954,0,0
18,65462953,65468095,18,65473609,65478295,5,1
3,141657788,141659288,3,195416433,195422175,0,0
17,74438940,74441251,17,27981089,27985966,0,0
7,156926930,156929205,7,109346060,109348564,0,0
4,143150946,143156137,4,143179879,143182434,3,1
19,17601059,17602865,19,57379172,57381620,0,0
5,157211496,157216830,5,157300547,157305095,3,1
18,66937680,66939878,18,39910288,39911788,0,0
8,17536778,17538278,8,87569598,87571098,0,0
4,174979673,174985698,4,16258303,16260458,0,0
7,74489271,74490771,7,74505026,74509011,3,1
19,36833336,36834836,19,50239631,50241131,0,0
6,158091400,158093140,6,50914513,50916013,0,0
X,71157433,71160258,X,55321524,55325567,0,0
9,112407599,112410426,9,112413769,112417664,4,1
19,45722733,45727061,19,45732749,45734945,3,1
16,8707362,8708862,16,83840061,83843130,0,0
16,71244121,71247251,16,71357130,71362879,4,1
14,51576087,51579995,14,51587875,51591336,3,1
9,4831202,4832702,9,36802058,36806559,0,0
16,48121499,48123659,16,49869711,49871211,0,0
12,13059716,13062690,12,13066445,13069462,5,1
21,23587572,23589072,21,23592496,23596352,3,1
12,1885300,1888694,12,1889436,1891981,6,1
19,10571750,10575747,19,10630893,10632839,3,1
X,71157433,71160258,X,71163451,71166186,7,1
20,35150301,35153259,20,35207510,35209420,3,1
8,9344040,9348051,8,140478458,140481203,0,0
18,5014723,5016223,18,5021763,5025223,3,1
11,34798389,34801936,11,109936257,109940876,0,0
22,48090393,48093098,22,48110382,48115778,3,1
11,134723646,134729682,11,134821473,134826472,3,1
2,129172948,129174448,2,52210435,52216716,0,0
6,74941806,74945666,6,74946596,74948096,6,1
22,50096513,50100670,22,50114714,50116214,3,1
13,19617533,19621152,13,29707222,29708966,0,0
21,37794315,37797069,21,37837979,37845120,4,1
14,29932050,29934082,14,75550373,75552341,0,0
21,32948996,32955869,21,32991884,32999807,4,1
9,110270348,110272147,9,125890400,125891900,0,0
19,14298788,14300288,19,14314835,14320113,3,1
14,96719887,96722125,14,96724260,96727033,5,1
2,191050534,191054685,2,191068787,191070562,3,1
7,149442238,149444930,7,149473576,149479301,3,1
1,183296440,183300589,1,62001593,62006040,0,0
4,152195486,152201103,4,152202870,152210787,9,1
17,59633015,59635905,17,60248597,60250097,0,0
21,16846869,16848369,21,44849341,44850841,0,0
6,43542712,43544212,6,43574622,43578102,3,1
21,44617541,44619041,21,44639412,44646079,4,1
17,58120957,58126574,17,76846218,76847718,0,0
4,106457858,106464576,4,106474538,106479138,4,1
1,182165023,182172231,1,211738205,211746503,0,0
21,34353132,34357008,21,34366858,34368438,5,1
12,107289818,107293683,12,129917965,129922773,0,0
21,31931791,31934659,21,31943006,31945708,3,1
5,52894922,52899730,5,15033007,15034507,0,0
17,8806556,8808056,17,8830820,8834016,6,1
21,37823127,37828136,21,17655660,17657160,0,0
17,76470926,76475236,17,76546734,76549600,4,1
6,138424921,138426421,6,3528401,3530891,0,0
11,73625044,73626671,11,73664067,73667057,3,1
X,147361355,147368879,X,147415180,147424859,3,1
5,78649393,78654389,5,72394070,72398091,0,0
9,35927380,35932078,9,36007983,36010645,4,1
12,100331492,100334658,12,100402192,100407077,3,1
3,147650471,147651971,3,118890525,118892025,0,0
X,155071674,155073640,X,155075803,155078560,3,1
9,113567097,113570717,9,110113821,110118746,0,0
13,59227570,59232705,13,89956525,89958423,0,0
9,77276190,77278159,9,70412299,70414503,0,0
19,36477751,36480521,19,5775448,5781656,0,0
11,131430071,131433194,11,131491107,131500192,3,1
22,27423198,27426596,22,27646480,27653531,4,1
2,95208689,95211633,2,95326607,95332964,3,1
21,15234001,15238536,21,31389786,31391329,0,0
20,13429169,13432104,20,62381259,62384893,0,0
19,35818012,35819512,19,42367398,42370577,0,0
17,6175965,6180420,17,6185930,6189101,4,1
5,67276188,67277688,5,115091157,115093318,0,0
18,56582759,56584725,18,22331099,22333779,0,0
22,42105598,42107551,22,23526175,23530139,0,0
4,15495905,15504980,4,15551412,15554600,3,1
18,49965661,49970967,18,50017907,50021878,4,1
20,44699915,44704081,20,44722791,44728399,8,1
17,49084824,49087852,17,49143739,49145239,3,1
3,125138681,125143282,3,125217774,125224829,3,1
4,17169897,17174225,4,17176145,17182168,5,1
1,20121021,20122889,1,192947045,192948545,0,0
21,39727672,39730630,21,34197073,34198573,0,0
17,56812612,56815508,17,27504916,27509176,0,0
6,33294772,33296786,6,33319228,33323085,4,1
1,151300077,151303061,1,151390687,151393846,3,1
13,41245216,41249170,13,41262023,41263523,3,1
11,44697381,44705320,11,44847485,44859847,5,1
22,26329033,26337163,22,26346328,26348656,6,1
Y,10906990,10908490,Y,56830486,56841170,3,1
4,127248853,127250353,4,103161990,103164942,0,0
18,69789224,69790724,18,53671406,53672906,0,0
3,125631460,125633987,3,125634417,125637872,6,1
20,38937785,38939404,20,25289803,25298479,0,0
18,78192605,78196085,18,3718452,3721055,0,0
2,216515922,216517709,2,216652688,216655194,3,1
12,25669270,25674415,12,25774064,25777820,3,1
6,130716452,130720126,6,130748257,130753482,3,1
4,167741509,167743009,4,162522763,162525444,0,0
12,27118445,27123579,12,27131253,27136755,4,1
3,121562909,121565532,3,189606049,189607549,0,0
2,121402902,121407050,2,47819992,47822670,0,0
14,82759094,82760594,14,82762696,82767726,3,1
21,20166222,20168076,21,15103751,15105251,0,0
1,229725337,229728299,1,103427360,103428860,0,0
1,189918030,189920513,1,189932967,189935566,3,1
13,25243177,25245004,13,86993144,86995473,0,0
5,16089206,16094132,5,16097464,16103006,7,1
14,104495167,104501135,14,104506710,104509174,6,1
21,22323384,22324884,21,22342240,22343740,3,1
21,40028851,40031197,21,46330061,46335396,0,0
4,47379216,47382093,4,47382901,47385490,4,1
4,100604674,100607756,4,100621749,100623249,3,1
1,169903351,169908407,1,169918467,169925083,7,1
X,51066875,51071209,X,51085962,51089705,3,1
8,128245475,128249426,8,128266208,128270753,3,1
19,1431006,1433842,19,1442319,1446732,6,1
13,89812393,89815497,13,106805339,106806839,0,0
16,50350744,50360480,16,50537519,50541321,3,1
9,125285263,125289366,9,69597946,69600801,0,0
9,10959292,10960792,9,37507088,37508588,0,0
7,23424259,23426308,7,142814703,142820454,0,0
17,58357234,58359690,17,58416957,58419571,3,1
9,35074597,35079980,9,35732389,35742450,3,1
17,82932039,82935169,17,82937047,82941025,8,1
21,19578357,19579857,21,19683174,19686795,3,1
19,5049179,5052250,19,12719988,12722278,0,0
16,84806800,84809493,16,83154721,83156221,0,0
17,70945061,70949407,17,70965281,70970743,4,1
X,42071102,42072602,X,102741412,102753181,0,0
13,76999315,77003697,13,77006658,77009043,5,1
18,37410324,37411824,18,37416739,37422826,3,1
6,136853004,136858307,6,136947706,136951212,3,1
8,131155110,131158880,8,131176269,131177769,3,1
1,46537067,46538567,1,74573803,74575303,0,0
8,32107139,32109953,8,32134020,32137303,3,1
9,71553344,71556901,9,71569268,71572095,4,1
5,150495205,150500128,5,150507627,150513832,6,1
1,188218551,188220051,1,223115325,223120303,0,0
20,36168709,36171472,20,36198886,36201968,4,1
22,23590181,23592821,22,23695072,23701849,3,1
